# Each line has information on an IP that is detected to be part of a Mirai-like Botnet. Source: https://mirai.badpackets.net
# Format: TAB-separated columns
# Column 1: IP Address
# Column 2: Name of Autonomous System which owns the IP address
# Column 3: Country (two-letter ISP code) of Autonomous System which owns the IP address)
# Column 4: Number of Autonomous System (ASN) which owns the IP address
# Column 5: Date and time when the infected address is first seen as part of the botnet
116.15.49.181	SINGTEL-FIBRE Singtel Fibre Broadband	SG	AS9506	2018-01-01 08:17:44 PST
119.171.238.159	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 08:19:39 PST
211.246.132.105	SEOKYUNG-CATV-AS-KR Seokyung Cable Television Co.. Ltd.	KR	AS9694	2018-01-01 08:20:04 PST
197.220.196.61	MICROLINK	ZM	AS37214	2018-01-01 08:23:01 PST
179.232.246.245	CLARO S.A.	BR	AS28573	2018-01-01 08:27:22 PST
106.184.95.136	KDDI KDDI CORPORATION	JP	AS2516	2018-01-01 08:28:46 PST
114.151.127.147	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 08:33:41 PST
222.134.104.203	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 08:34:29 PST
61.46.41.234	ZAQ Jupiter Telecommunications Co., Ltd.	JP	AS9617	2018-01-01 08:40:37 PST
114.113.151.152	CHINA169-BJ China Unicom Beijing Province Network	CN	AS4808	2018-01-01 08:42:11 PST
187.126.222.219	Telemar Norte Leste S.A.	BR	AS7738	2018-01-01 08:44:49 PST
187.150.96.170	Uninet S.A. de C.V.	MX	AS8151	2018-01-01 08:44:54 PST
112.139.212.182	TOKAI TOKAI Communications Corporation	JP	AS10010	2018-01-01 08:49:59 PST
58.93.166.48	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 08:58:38 PST
112.93.48.201	CHINA169-GZ China Unicom IP network China169 Guangdong province	CN	AS17816	2018-01-01 08:58:56 PST
78.85.38.236	ROSTELECOM-AS	RU	AS12389	2018-01-01 09:00:36 PST
190.19.49.250	CABLEVISION S.A.	AR	AS10318	2018-01-01 09:11:54 PST
27.127.149.107	HANSHIN ITEC HANKYU HANSHIN CO.,LTD.	JP	AS7524	2018-01-01 09:13:45 PST
49.64.182.107	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 09:15:46 PST
123.176.173.94	MCN-NET01 miyazaki cabletelevision network Co.,LTD	JP	AS17939	2018-01-01 09:17:12 PST
124.133.212.243	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 09:19:48 PST
181.128.204.86	EPM Telecomunicaciones S.A. E.S.P.	CO	AS13489	2018-01-01 09:27:12 PST
61.46.35.232	ZAQ Jupiter Telecommunications Co., Ltd.	JP	AS9617	2018-01-01 09:27:43 PST
125.4.114.157	ZAQ Jupiter Telecommunications Co., Ltd.	JP	AS9617	2018-01-01 09:32:37 PST
126.4.119.77	GIGAINFRA Softbank BB Corp.	JP	AS17676	2018-01-01 09:32:59 PST
125.202.138.18	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 09:36:13 PST
115.53.85.58	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 09:39:36 PST
125.202.138.18	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 09:36:13 PST
115.53.85.58	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 09:39:36 PST
125.202.138.18	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 09:36:13 PST
115.53.85.58	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 09:39:36 PST
189.90.185.221	Telecomunicações Nordeste Ltda.	BR	AS28652	2018-01-01 09:49:15 PST
122.134.101.243	BIGLOBE BIGLOBE Inc.	JP	AS2518	2018-01-01 09:54:16 PST
126.11.241.158	GIGAINFRA Softbank BB Corp.	JP	AS17676	2018-01-01 09:55:54 PST
36.236.71.71	HINET Data Communication Business Group	TW	AS3462	2018-01-01 09:56:25 PST
112.237.174.109	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 09:56:54 PST
58.70.127.102	K-OPTICOM K-Opticom Corporation	JP	AS17511	2018-01-01 10:06:13 PST
181.27.176.55	Telefonica de Argentina	AR	AS22927	2018-01-01 10:09:02 PST
114.177.176.195	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 10:15:50 PST
124.25.121.240	INFOWEB FUJITSU LIMITED	JP	AS2510	2018-01-01 10:31:28 PST
80.104.44.212	ASN-IBSNAZ	IT	AS3269	2018-01-01 10:37:44 PST
101.17.105.175	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 10:41:11 PST
110.200.29.195	CTTNET China TieTong Telecommunications Corporation	CN	AS9394	2018-01-01 10:43:54 PST
118.79.3.190	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 10:45:50 PST
14.37.215.72	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 11:04:38 PST
182.200.254.159	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 11:07:31 PST
177.98.38.46	TELEFÔNICA BRASIL S.A	BR	AS18881	2018-01-01 11:10:54 PST
121.29.123.84	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 11:20:51 PST
61.24.248.147	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 11:29:42 PST
186.129.156.122	Telefonica de Argentina	AR	AS22927	2018-01-01 11:30:13 PST
180.145.89.123	K-OPTICOM K-Opticom Corporation	JP	AS17511	2018-01-01 11:43:48 PST
124.246.235.48	LCV LCV Corporation	JP	AS23791	2018-01-01 11:44:20 PST
223.115.247.150	CMNET-GD Guangdong Mobile Communication Co.Ltd.	CN	AS9808	2018-01-01 11:48:41 PST
124.159.119.192	QTNET QTnet,Inc.	JP	AS7679	2018-01-01 11:49:06 PST
178.47.101.59	ROSTELECOM-AS	RU	AS12389	2018-01-01 11:50:52 PST
59.166.1.184	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 11:59:26 PST
180.121.84.152	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 12:21:12 PST
156.196.210.129	TE-AS TE-AS	EG	AS8452	2018-01-01 12:24:39 PST
182.125.100.135	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 12:30:37 PST
177.41.53.71	TELEFÔNICA BRASIL S.A	BR	AS18881	2018-01-01 12:30:51 PST
211.10.159.140	KDDI KDDI CORPORATION	JP	AS2516	2018-01-01 12:52:42 PST
89.217.64.62	SUNRISE	CH	AS6730	2018-01-01 12:59:43 PST
171.14.64.9	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 13:12:54 PST
112.9.106.128	CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited	CN	AS24444	2018-01-01 13:24:13 PST
69.119.156.120	CABLE-NET-1 - Cablevision Systems Corp.	US	AS6128	2018-01-01 13:27:20 PST
87.236.208.9	ARIAWEBCO-AS	GB	AS57230	2018-01-01 13:27:52 PST
119.119.25.57	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 13:30:26 PST
186.207.146.156	CLARO S.A.	BR	AS28573	2018-01-01 13:31:15 PST
125.129.229.41	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 13:44:55 PST
167.62.152.38	Administracion Nacional de Telecomunicaciones	UY	AS6057	2018-01-01 13:46:29 PST
42.147.63.123	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 13:52:47 PST
31.181.52.114	ROSTELECOM-AS	RU	AS12389	2018-01-01 14:13:04 PST
110.232.16.20	JCN Jupiter Telecommunications Co., Ltd.	JP	AS4721	2018-01-01 14:41:07 PST
101.31.251.111	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 14:43:48 PST
112.66.237.20	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 15:00:33 PST
14.109.132.56	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 15:01:11 PST
101.1.211.99	STCN STNet, Incorporated	JP	AS7522	2018-01-01 15:08:09 PST
143.189.70.176	SO-NET So-net Entertainment Corporation	JP	AS2527	2018-01-01 15:23:41 PST
180.220.181.192	ZAQ Jupiter Telecommunications Co., Ltd.	JP	AS9617	2018-01-01 15:31:37 PST
31.181.140.197	ROSTELECOM-AS	RU	AS12389	2018-01-01 15:32:37 PST
14.40.44.151	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 15:35:16 PST
223.112.202.145	CMNET-JIANGSU-AP China Mobile communications corporation	CN	AS56046	2018-01-01 15:36:37 PST
124.93.197.47	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 15:37:21 PST
42.235.120.63	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 15:42:12 PST
180.49.4.237	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 16:17:20 PST
42.51.157.157	HTU-NET Henan Telcom Union Technology Co., LTD	CN	AS56005	2018-01-01 16:28:34 PST
124.141.229.188	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 16:33:50 PST
121.85.163.38	K-OPTICOM K-Opticom Corporation	JP	AS17511	2018-01-01 16:43:45 PST
80.41.81.161	TISCALI-UK ISP Network, UK	GB	AS9105	2018-01-01 16:46:48 PST
60.56.44.121	K-OPTICOM K-Opticom Corporation	JP	AS17511	2018-01-01 16:52:11 PST
201.243.177.122	CANTV Servicios, Venezuela	VE	AS8048	2018-01-01 16:54:52 PST
220.120.80.90	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 16:57:28 PST
221.166.188.83	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 17:07:58 PST
120.14.78.55	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 17:08:36 PST
177.17.106.127	TELEFÔNICA BRASIL S.A	BR	AS18881	2018-01-01 17:12:35 PST
58.209.66.245	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 17:13:49 PST
123.13.176.233	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 17:20:22 PST
221.189.220.224	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 17:22:25 PST
180.25.197.11	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 17:26:45 PST
175.205.110.95	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 17:33:31 PST
125.196.115.58	BIGLOBE BIGLOBE Inc.	JP	AS2518	2018-01-01 17:34:52 PST
119.193.140.201	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 17:38:58 PST
49.240.60.2	FBDC FreeBit Co.,Ltd.	JP	AS10013	2018-01-01 17:47:47 PST
42.122.192.151	CHINATELECOM-TJ-AS-AP ASN for TIANJIN Provincial Net of CT	CN	AS17638	2018-01-01 17:49:35 PST
190.173.156.164	Telefonica de Argentina	AR	AS22927	2018-01-01 17:52:53 PST
115.202.152.42	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 17:59:19 PST
125.66.77.128	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 18:04:28 PST
125.9.33.40	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 18:06:19 PST
84.80.7.249	KPN	NL	AS286	2018-01-01 18:12:18 PST
210.139.103.12	INFOSPHERE NTT PC Communications, Inc.	JP	AS2514	2018-01-01 18:18:05 PST
90.151.92.140	ROSTELECOM-AS	RU	AS12389	2018-01-01 18:18:27 PST
211.125.206.152	HANSHIN ITEC HANKYU HANSHIN CO.,LTD.	JP	AS7524	2018-01-01 18:21:12 PST
58.221.13.214	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 18:24:53 PST
180.22.168.228	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 18:25:25 PST
121.234.46.42	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 18:33:55 PST
117.5.139.35	VIETEL-AS-AP Viettel Group	VN	AS7552	2018-01-01 18:37:28 PST
24.142.58.251	EASTLINK-HSI - EastLink	CA	AS11260	2018-01-01 18:39:51 PST
61.198.48.140	ZLAN ZTV CO.,LTD	JP	AS9351	2018-01-01 18:40:51 PST
123.133.41.104	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 18:46:19 PST
119.240.164.181	BIGLOBE BIGLOBE Inc.	JP	AS2518	2018-01-01 18:54:32 PST
124.140.240.136	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 18:56:42 PST
101.18.147.234	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 18:57:41 PST
182.126.242.222	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 19:19:13 PST
85.104.121.32	TTNET	TR	AS9121	2018-01-01 19:25:39 PST
187.180.16.56	CLARO S.A.	BR	AS28573	2018-01-01 19:28:37 PST
113.59.231.183	KDDI KDDI CORPORATION	JP	AS2516	2018-01-01 19:31:38 PST
153.206.250.200	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 19:35:09 PST
93.113.43.27	EXPERTNET-AS AS5483 - HTC-AS (Magyar Telekom Plc.)	RO	AS41852	2018-01-01 19:50:29 PST
179.213.36.254	CLARO S.A.	BR	AS28573	2018-01-01 20:03:42 PST
122.210.171.92	UCOM UCOM Corp.	JP	AS17506	2018-01-01 20:09:19 PST
221.15.97.30	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 20:53:24 PST
125.84.65.87	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 20:53:58 PST
112.197.218.125	SCTV-AS-VN SaiGon Tourist cable Televition Company	VN	AS45543	2018-01-01 21:00:29 PST
31.163.71.101	ROSTELECOM-AS	RU	AS12389	2018-01-01 21:01:44 PST
222.12.45.145	KDDI KDDI CORPORATION	JP	AS2516	2018-01-01 21:01:48 PST
46.108.108.48	RO-TVSAT-AS	RO	AS41496	2018-01-01 21:03:04 PST
202.171.85.182	HICAT Chupicom Hiroshima Corp.	JP	AS18075	2018-01-01 21:03:04 PST
59.190.61.228	K-OPTICOM K-Opticom Corporation	JP	AS17511	2018-01-01 21:06:53 PST
115.49.218.71	CHINA169-BACKBONE CHINA UNICOM China169 Backbone	CN	AS4837	2018-01-01 21:13:51 PST
180.46.68.194	OCN NTT Communications Corporation	JP	AS4713	2018-01-01 21:15:32 PST
59.171.140.229	JTCL-JP-AS Jupiter Telecommunication Co. Ltd	JP	AS9824	2018-01-01 21:19:12 PST
197.1.194.186	TOPNET	TN	AS37705	2018-01-01 21:19:21 PST
119.41.224.202	CHINANET-BACKBONE No.31,Jin-rong Street	CN	AS4134	2018-01-01 21:26:34 PST
58.3.4.115	QTNET QTnet,Inc.	JP	AS7679	2018-01-01 21:45:47 PST
121.168.23.249	KIXS-AS-KR Korea Telecom	KR	AS4766	2018-01-01 21:49:21 PST
181.128.100.49	EPM Telecomunicaciones S.A. E.S.P.	CO	AS13489	2018-01-01 22:11:36 PST
179.40.152.152	Telefonica de Argentina	AR	AS22927	2018-01-01 22:12:58 PST
41.189.53.140	ORANGE-COTE-IVOIRE	CI	AS29571	2018-01-01 22:23:52 PST
223.80.220.213	CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited	CN	AS24444	2018-01-01 22:31:37 PST
